,name,layer_affected,kernel_index,layer_affected_index,position_disrupted,min_var,max_var,original_weight_value,quantized_value,bit_disrupted,flipped_quantized_value,flipped_weight_value,q_aware_accuracy,tflite_accuracy,q_aware_acc_degradation,tflite_acc_degradation,q_aware_loss,tflite_loss,original_laplacian,modified_laplacian,original_int_laplacian,modified_int_laplacian,abs_laplacian_diff,abs_int_laplacian_diff
108,model_0_107,conv2d/kernel,0,2,"(0, 2, 0, 5)",-0.220885202,0.220885202,0.072452821,42,4,58,0.100876707,0.912100017,0.9123,0.00060004,0.0006,0.289279372,0.3417747,-0.426686347,-0.511958003,-246,-294,0.085271657,48
109,model_0_108,conv2d/kernel,0,2,"(3, 4, 0, 9)",-0.290123671,0.290123671,-0.025301881,-11,4,-27,-0.061679836,0.91140002,0.9114,-1.00E-04,-0.0003,0.289784729,0.343267,0.125641659,0.234775513,55,103,0.109133855,48
110,model_0_109,conv2d/kernel,0,2,"(1, 4, 0, 11)",-0.262992531,0.262992531,0.013808485,7,6,71,0.147027321,0.910300016,0.9105,-0.001199961,-0.0012,0.291060388,0.34404194,0.029981859,-0.369674623,13,-179,0.399656475,192
111,model_0_110,conv2d/kernel,0,2,"(1, 3, 0, 1)",-0.40498513,0.40498513,0.186511129,58,3,50,0.159442965,0.91109997,0.9108,-0.000400007,-0.0009,0.289169669,0.33927855,-0.384510517,-0.276237845,-117,-85,0.108272672,32
112,model_0_111,conv2d/kernel,0,2,"(0, 3, 0, 30)",-0.347597718,0.347597718,-0.036232453,-13,2,-9,-0.024632909,0.912400007,0.9125,0.00090003,0.0008,0.2893776,0.3396957,0.421165526,0.386366904,154,142,0.034798622,12
113,model_0_112,conv2d/kernel,0,2,"(2, 3, 0, 15)",-0.315448165,0.315448165,0.038749211,16,7,-112,-0.278190508,0.909600019,0.9096,-0.001899958,-0.0021,0.289239466,0.33940402,-0.029410332,1.238348484,-13,499,1.267758846,512
114,model_0_113,conv2d/kernel,0,2,"(0, 1, 0, 27)",-0.258021235,0.258021235,-0.251740634,-124,6,-60,-0.121899796,0.911800027,0.912,0.00030005,0.0003,0.287829071,0.33893487,0.514826894,0.125304401,253,61,0.389522493,192
115,model_0_114,conv2d/kernel,0,2,"(0, 3, 0, 11)",-0.262992531,0.262992531,-0.020285664,-10,7,118,0.244355265,0.909500003,0.9093,-0.001999974,-0.0024,0.29188478,0.34341127,0.146899819,-0.647022963,71,-313,0.793922782,384
116,model_0_115,conv2d/kernel,0,2,"(3, 0, 0, 9)",-0.290123671,0.290123671,-0.259217381,-113,5,-81,-0.185039507,0.91109997,0.9113,-0.000400007,-0.0004,0.289265871,0.34420002,0.662534058,0.440000445,289,193,0.222533613,96
117,model_0_116,conv2d/kernel,0,2,"(4, 0, 0, 6)",-0.326976389,0.326976389,-0.115908742,-45,1,-47,-0.12100701,0.911599994,0.9119,0.000100017,0.0002,0.289506912,0.34191245,0.288357794,0.298554331,112,116,0.010196537,4
118,model_0_117,conv2d/kernel,0,2,"(4, 0, 0, 3)",-0.28093943,0.28093943,0.12512435,57,1,59,0.130515168,0.912100017,0.912,0.00060004,0.0003,0.289377689,0.34382328,-0.076151438,-0.086933091,-35,-39,0.010781653,4
119,model_0_118,conv2d/kernel,0,2,"(2, 4, 0, 15)",-0.315448165,0.315448165,-0.255564451,-103,6,-39,-0.096869909,0.911300004,0.9113,-0.000199974,-0.0004,0.289796591,0.34300715,0.512645423,0.036561802,207,15,0.476083636,192
120,model_0_119,conv2d/kernel,0,2,"(4, 0, 0, 30)",-0.347597718,0.347597718,-0.125615343,-46,1,-48,-0.131375516,0.91170001,0.9115,0.000200033,-0.0002,0.28907457,0.34049377,-0.190213278,-0.178692922,-69,-65,0.011520356,4
121,model_0_120,conv2d/kernel,0,2,"(1, 2, 0, 15)",-0.315448165,0.315448165,0.17485176,70,6,6,0.014903063,0.911599994,0.9117,0.000100017,0,0.28921932,0.3432045,-0.44011873,0.199676037,-175,81,0.639794767,256
122,model_0_121,conv2d/kernel,0,2,"(4, 1, 0, 22)",-0.276467115,0.276467115,0.14195314,65,5,97,0.211159922,0.911800027,0.912,0.00030005,0.0003,0.289094537,0.34372523,-0.21170789,-0.419328272,-97,-193,0.207620382,96
123,model_0_122,conv2d/kernel,0,2,"(0, 3, 0, 9)",-0.290123671,0.290123671,0.008536271,4,3,12,0.02741326,0.911800027,0.9118,0.00030005,0.0001,0.289078087,0.34154856,0.007720388,-0.048910581,2,-22,0.056630969,24
124,model_0_123,conv2d/kernel,0,2,"(2, 2, 0, 6)",-0.326976389,0.326976389,0.137455747,53,2,49,0.126156244,0.911499977,0.9116,0,-1.00E-04,0.28910929,0.34243476,-0.276152372,-0.230954349,-106,-90,0.045198023,16
125,model_0_124,conv2d/kernel,0,2,"(4, 3, 0, 20)",-0.263102025,0.263102025,-0.00475322,-2,4,-18,-0.037290051,0.91140002,0.9114,-1.00E-04,-0.0003,0.288401604,0.33793905,-0.126923054,-0.029312566,-62,-14,0.097610489,48
126,model_0_125,conv2d/kernel,0,2,"(0, 4, 0, 7)",-0.172162175,0.172162175,0.104300827,77,2,73,0.098959361,0.911499977,0.9115,0,-0.0002,0.289112061,0.3394541,-0.075875163,-0.065192237,-57,-49,0.010682926,8
127,model_0_126,conv2d/kernel,0,2,"(4, 0, 0, 19)",-0.340868175,0.340868175,0.086406045,32,5,0,0,0.910899997,0.911,-0.00059998,-0.0007,0.291220367,0.3464032,-0.053996891,0.118815199,-20,44,0.172812089,64
128,model_0_127,conv2d/kernel,0,2,"(1, 0, 0, 6)",-0.326976389,0.326976389,-0.04116451,-16,5,-48,-0.123581627,0.911800027,0.9117,0.00030005,0,0.288771987,0.3422699,0.177696019,0.424947351,69,165,0.247251332,96
129,model_0_128,conv2d/kernel,0,2,"(3, 1, 0, 25)",-0.263781607,0.263781607,0.090047285,43,4,59,0.122544211,0.911499977,0.9119,0,0.0002,0.289518952,0.34096825,-0.5577389,-0.687726617,-268,-332,0.129987717,64
130,model_0_129,conv2d/kernel,0,2,"(2, 4, 0, 16)",-0.330264807,0.330264807,-0.012146748,-5,3,-13,-0.033806634,0.911499977,0.9115,0,-0.0002,0.288303494,0.34072116,0.185549125,0.250528783,73,97,0.064979658,24
131,model_0_130,conv2d/kernel,0,2,"(0, 0, 0, 24)",-0.3867037,0.3867037,-0.120398663,-40,1,-38,-0.115706619,0.911499977,0.9117,0,0,0.289155304,0.33953616,-0.195190817,-0.204574913,-63,-67,0.009384096,4
132,model_0_131,conv2d/kernel,0,2,"(1, 0, 0, 12)",-0.795537233,0.795537233,-0.046984497,-8,6,-72,-0.451013235,0.910300016,0.9103,-0.001199961,-0.0014,0.289640784,0.3418981,0.335620046,1.547706246,55,247,1.212086201,192
133,model_0_132,conv2d/kernel,0,2,"(2, 3, 0, 6)",-0.326976389,0.326976389,-0.229182377,-89,0,-90,-0.231715551,0.911800027,0.9117,0.00030005,0,0.289155811,0.34042177,0.720069408,0.730202079,279,283,0.01013267,4
134,model_0_133,conv2d/kernel,0,2,"(0, 0, 0, 21)",-0.256146193,0.256146193,-0.12285544,-61,4,-45,-0.090760462,0.91170001,0.9116,0.000200033,-1.00E-04,0.289151162,0.3406136,-0.158571497,-0.222761452,-79,-111,0.064189956,32
135,model_0_134,conv2d/kernel,0,2,"(3, 1, 0, 29)",-0.171829075,0.171829075,-0.040577959,-30,4,-14,-0.018941788,0.912899971,0.9127,0.001399994,0.001,0.28911823,0.34261844,-0.048820242,-0.13536492,-36,-100,0.086544678,64
136,model_0_135,conv2d/kernel,0,2,"(1, 1, 0, 15)",-0.315448165,0.315448165,0.048732854,20,6,84,0.208642881,0.911300004,0.9114,-0.000199974,-0.0003,0.28988573,0.34402934,0.151250124,-0.488389999,59,-197,0.639640093,256
137,model_0_136,conv2d/kernel,0,2,"(3, 0, 0, 16)",-0.330264807,0.330264807,0.01902142,7,7,-121,-0.314661745,0.911300004,0.9115,-0.000199974,-0.0002,0.282266498,0.33092135,-0.039753266,0.961296201,-14,370,1.001049519,384
138,model_0_137,conv2d/kernel,0,2,"(3, 1, 0, 14)",-1.873036027,1.873036027,0.002640917,0,6,64,0.943892171,0.911199987,0.911,-0.00029999,-0.0007,0.301889688,0.358581,-0.343359232,-4.108364105,-22,-278,3.765004873,256
139,model_0_138,conv2d/kernel,0,2,"(2, 0, 0, 3)",-0.28093943,0.28093943,0.014613179,7,5,39,0.086272738,0.912500024,0.9121,0.001000047,0.0004,0.290193826,0.34189323,0.31110853,0.096129857,140,44,0.214978665,96
140,model_0_139,conv2d/kernel,0,2,"(0, 0, 0, 27)",-0.258021235,0.258021235,-0.107284278,-53,0,-54,-0.109709817,0.912299991,0.9125,0.000800014,0.0008,0.289073557,0.33863014,0.047596231,0.052447304,24,26,0.004851073,2
141,model_0_140,conv2d/kernel,0,2,"(0, 3, 0, 23)",-0.235325426,0.235325426,-0.132114828,-71,5,-103,-0.190854479,0.911300004,0.9113,-0.000199974,-0.0004,0.289270371,0.3437891,0.373527229,0.549746156,201,297,0.176218927,96
142,model_0_141,conv2d/kernel,0,2,"(0, 1, 0, 16)",-0.330264807,0.330264807,-0.197732642,-76,7,52,0.135226535,0.906799972,0.9064,-0.004700005,-0.0053,0.310654461,0.3735841,0.166346237,-0.832531273,64,-320,0.998877525,384
143,model_0_142,conv2d/kernel,0,2,"(2, 2, 0, 13)",-0.302569419,0.302569419,0.095291704,40,7,-88,-0.209654401,0.912599981,0.9123,0.001100004,0.0006,0.287738889,0.33914512,-0.2855286,0.934255838,-121,391,1.219784498,512
144,model_0_143,conv2d/kernel,0,2,"(3, 4, 0, 13)",-0.302569419,0.302569419,0.018989781,8,4,24,0.057178473,0.91140002,0.9114,-1.00E-04,-0.0003,0.289127648,0.34231508,0.112674296,-0.001891781,46,-2,0.114566073,48
145,model_0_144,conv2d/kernel,0,2,"(1, 2, 0, 30)",-0.347597718,0.347597718,0.121190347,44,5,12,0.032843879,0.912299991,0.9121,0.000800014,0.0004,0.289611995,0.34495753,-0.101535901,0.251849949,-36,92,0.353385866,128
146,model_0_145,conv2d/kernel,0,2,"(1, 3, 0, 30)",-0.347597718,0.347597718,0.0810389,30,3,22,0.060213778,0.911599994,0.9114,0.000100017,-0.0003,0.28949216,0.3405852,-0.288127005,-0.204826519,-107,-75,0.083300486,32
147,model_0_146,conv2d/kernel,0,2,"(3, 2, 0, 5)",-0.220885202,0.220885202,-0.218907297,-126,3,-118,-0.20523192,0.911899984,0.9117,0.000400007,0,0.288922817,0.34342387,0.99161607,0.936914563,570,538,0.054701507,32
148,model_0_147,conv2d/kernel,0,2,"(4, 3, 0, 1)",-0.40498513,0.40498513,-0.082253806,-26,5,-58,-0.184953839,0.912299991,0.9124,0.000800014,0.0007,0.287965,0.33968824,0.060592242,0.368692338,20,116,0.308100104,96
149,model_0_148,conv2d/kernel,0,2,"(0, 0, 0, 23)",-0.235325426,0.235325426,0.140050605,76,1,78,0.144530577,0.911800027,0.9122,0.00030005,0.0005,0.289437115,0.34094608,-0.287235618,-0.296195567,-156,-160,0.008959949,4
150,model_0_149,conv2d/kernel,0,2,"(2, 4, 0, 4)",-0.27436161,0.27436161,0.092172243,43,3,35,0.075611467,0.911599994,0.9118,0.000100017,0.0001,0.289081335,0.33832118,-0.119192526,-0.069510192,-57,-33,0.049682334,24
151,model_0_150,conv2d/kernel,0,2,"(4, 3, 0, 2)",-0.196166009,0.196166009,-0.071049802,-46,3,-38,-0.058695341,0.911800027,0.9122,0.00030005,0.0005,0.289086074,0.34039143,0.09290956,0.055846181,60,36,0.037063379,24
152,model_0_151,conv2d/kernel,0,2,"(4, 0, 0, 0)",-0.418046981,0.418046981,0.127869859,39,1,37,0.121793215,0.91170001,0.9123,0.000200033,0.0006,0.289228261,0.34246406,-0.047753699,-0.035600416,-15,-11,0.012153283,4
153,model_0_152,conv2d/kernel,0,2,"(1, 1, 0, 2)",-0.196166009,0.196166009,0.005309094,3,5,35,0.054061498,0.911499977,0.9114,0,-0.0003,0.288669825,0.34038576,0.21528843,0.020278797,141,13,0.195009634,128
154,model_0_153,conv2d/kernel,0,2,"(3, 1, 0, 27)",-0.258021235,0.258021235,-0.029651588,-15,3,-7,-0.014221643,0.911800027,0.9119,0.00030005,0.0002,0.288873881,0.34139618,-0.069321312,-0.131041095,-33,-65,0.061719783,32
155,model_0_154,conv2d/kernel,0,2,"(3, 4, 0, 2)",-0.196166009,0.196166009,-0.014663581,-9,5,-41,-0.063329184,0.911300004,0.9115,-0.000199974,-0.0002,0.28942886,0.34091568,-0.10492143,0.041075371,-70,26,0.145996809,96
156,model_0_155,conv2d/kernel,0,2,"(0, 3, 0, 5)",-0.220885202,0.220885202,-0.18478635,-106,6,-42,-0.07304865,0.911899984,0.9122,0.000400007,0.0005,0.289051324,0.34045961,0.677315354,0.342102259,389,197,0.335213095,192
157,model_0_156,conv2d/kernel,0,2,"(0, 1, 0, 25)",-0.263781607,0.263781607,0.143603116,69,6,5,0.010385103,0.912299991,0.9122,0.000800014,0.0005,0.286757767,0.33913955,-0.432350874,-0.032696843,-208,-16,0.399654031,192
158,model_0_157,conv2d/kernel,0,2,"(3, 4, 0, 26)",-0.130111679,0.130111679,0.059178829,58,3,50,0.051225071,0.911599994,0.9118,0.000100017,0.0001,0.289407253,0.33857208,-0.195914522,-0.172053233,-192,-168,0.023861289,24
159,model_0_158,conv2d/kernel,0,2,"(4, 1, 0, 22)",-0.276467115,0.276467115,0.14195314,65,2,69,0.150206543,0.911899984,0.9116,0.000400007,-1.00E-04,0.289420605,0.33976588,-0.21170789,-0.236468077,-97,-109,0.024760187,12
160,model_0_159,conv2d/kernel,0,2,"(0, 4, 0, 28)",-0.337554872,0.337554872,-0.007062705,-3,5,-35,-0.093026933,0.912500024,0.9123,0.001000047,0.0006,0.289084554,0.3414986,-0.158911675,0.01301679,-59,5,0.171928465,64
161,model_0_160,conv2d/kernel,0,2,"(3, 0, 0, 23)",-0.235325426,0.235325426,-0.005206489,-3,1,-1,-0.001852956,0.912400007,0.9125,0.00090003,0.0008,0.28918165,0.34060654,0.337524742,0.327464134,182,176,0.010060608,6
162,model_0_161,conv2d/kernel,0,2,"(2, 1, 0, 19)",-0.340868175,0.340868175,-0.04921069,-18,6,-82,-0.220088113,0.910300016,0.9107,-0.001199961,-0.001,0.292888522,0.34341452,-0.09293659,0.590573072,-35,221,0.683509648,256
163,model_0_162,conv2d/kernel,0,2,"(2, 1, 0, 3)",-0.28093943,0.28093943,0.208283752,94,2,90,0.199090935,0.911800027,0.9124,0.00030005,0.0007,0.28911069,0.3436915,-0.708060622,-0.671289325,-319,-303,0.036771297,16
164,model_0_163,conv2d/kernel,0,2,"(2, 1, 0, 5)",-0.220885202,0.220885202,0.062966973,36,6,100,0.173925356,0.912199974,0.9121,0.000699997,0.0004,0.289705694,0.3442479,-0.256925106,-0.700758636,-147,-403,0.44383353,256
165,model_0_164,conv2d/kernel,0,2,"(0, 1, 0, 16)",-0.330264807,0.330264807,-0.197732642,-76,1,-74,-0.192437761,0.911599994,0.9117,0.000100017,0,0.289512783,0.342134,0.166346237,0.150461614,64,58,0.015884623,6
166,model_0_165,conv2d/kernel,0,2,"(3, 4, 0, 10)",-1.858117223,1.858117223,0.00372556,0,5,32,0.468187017,0.910600007,0.9104,-0.000899971,-0.0013,0.302039832,0.36409584,-0.09298344,-1.486367822,-6,-102,1.393384337,96
167,model_0_166,conv2d/kernel,0,2,"(1, 0, 0, 25)",-0.263781607,0.263781607,0.123361066,59,6,123,0.255473525,0.910600007,0.9105,-0.000899971,-0.0012,0.29304862,0.3473143,-0.370960176,-0.767297506,-178,-370,0.39633733,192
168,model_0_167,conv2d/kernel,0,2,"(3, 2, 0, 13)",-0.302569419,0.302569419,0.00984791,4,3,12,0.028589236,0.911599994,0.9119,0.000100017,0.0002,0.289434284,0.3437803,-0.29095155,-0.365916848,-122,-154,0.074965298,32
169,model_0_168,conv2d/kernel,0,2,"(2, 4, 0, 26)",-0.130111679,0.130111679,0.015150108,15,1,13,0.013318518,0.912199974,0.9122,0.000699997,0.0005,0.289356619,0.33967468,0.02025459,0.025749356,20,26,0.005494766,6
170,model_0_169,conv2d/kernel,0,2,"(2, 3, 0, 17)",-0.354993403,0.354993403,-0.128500149,-46,3,-38,-0.106218499,0.912599981,0.9129,0.001100004,0.0012,0.289234102,0.33921784,0.228857845,0.139731258,82,50,0.089126587,32
171,model_0_170,conv2d/kernel,0,2,"(3, 3, 0, 26)",-0.130111679,0.130111679,0.039246738,38,0,39,0.039955555,0.911499977,0.9117,0,0,0.289175093,0.3394933,-0.122412995,-0.125248268,-118,-122,0.002835274,4
172,model_0_171,conv2d/kernel,0,2,"(0, 3, 0, 15)",-0.315448165,0.315448165,0.174239114,70,3,78,0.193739818,0.911300004,0.9113,-0.000199974,-0.0004,0.288987249,0.3390582,-0.267578661,-0.326080769,-107,-131,0.058502108,24
173,model_0_172,conv2d/kernel,0,2,"(1, 0, 0, 5)",-0.220885202,0.220885202,0.000616694,0,7,-128,-0.222624456,0.911499977,0.9116,0,-1.00E-04,0.2900379,0.34306267,-0.263486236,0.406237185,-151,233,0.669723392,384
174,model_0_173,conv2d/kernel,0,2,"(4, 2, 0, 31)",-0.314860284,0.314860284,0.037210912,15,5,47,0.116523097,0.911800027,0.9115,0.00030005,-0.0002,0.29209435,0.3476535,0.078090377,-0.159846172,32,-64,0.237936556,96
175,model_0_174,conv2d/kernel,0,2,"(2, 2, 0, 7)",-0.172162175,0.172162175,0.105461173,78,1,76,0.103026184,0.911899984,0.9119,0.000400007,0.0002,0.289135575,0.3385962,-0.431944549,-0.422204584,-319,-311,0.009739965,8
176,model_0_175,conv2d/kernel,0,2,"(1, 3, 0, 12)",-0.795537233,0.795537233,-0.544629514,-87,3,-95,-0.595086907,0.91140002,0.9114,-1.00E-04,-0.0003,0.28905943,0.34064937,0.997022033,1.198851705,159,191,0.201829672,32
177,model_0_176,conv2d/kernel,0,2,"(3, 0, 0, 1)",-0.40498513,0.40498513,0.150330901,47,5,15,0.047832889,0.912100017,0.9118,0.00060004,0.0001,0.287941515,0.34068063,-0.24794817,0.05954586,-77,19,0.307494044,96
178,model_0_177,conv2d/kernel,0,2,"(1, 2, 0, 26)",-0.130111679,0.130111679,0.066659898,65,7,-63,-0.064543589,0.911800027,0.9119,0.00030005,0.0002,0.291942388,0.348292,-0.059403453,0.465410501,-58,454,0.52481395,512
179,model_0_178,conv2d/kernel,0,2,"(3, 0, 0, 13)",-0.302569419,0.302569419,0.010442872,4,7,-124,-0.29542211,0.913100004,0.9132,0.001600027,0.0015,0.288020104,0.33813483,-0.043114886,0.874480069,-17,367,0.917594969,384
180,model_0_179,conv2d/kernel,0,2,"(4, 3, 0, 30)",-0.347597718,0.347597718,0.077835597,28,4,12,0.032843879,0.911499977,0.9115,0,-0.0002,0.289361179,0.34186465,-0.328901589,-0.193926454,-119,-71,0.134975135,48
181,model_0_180,conv2d/kernel,0,2,"(3, 2, 0, 26)",-0.130111679,0.130111679,0.01565443,15,3,7,0.00717151,0.911300004,0.9115,-0.000199974,-0.0002,0.28931123,0.34171188,-0.077424355,-0.043492671,-75,-43,0.033931684,32
182,model_0_181,conv2d/kernel,0,2,"(2, 0, 0, 9)",-0.290123671,0.290123671,-0.079848684,-35,4,-51,-0.116506356,0.911899984,0.9115,0.000400007,-0.0002,0.290395588,0.3415146,0.123117849,0.233090878,54,102,0.109973028,48
183,model_0_182,conv2d/kernel,0,2,"(2, 0, 0, 31)",-0.314860284,0.314860284,0.052739546,21,2,17,0.042146652,0.911499977,0.9113,0,-0.0004,0.289051235,0.3394202,-0.181645378,-0.1498667,-72,-60,0.031778678,12
184,model_0_183,conv2d/kernel,0,2,"(1, 1, 0, 18)",-1.18043077,1.18043077,-0.661589801,-71,0,-72,-0.669220594,0.911499977,0.9117,0,0,0.289207846,0.3386245,1.101117373,1.131640434,118,122,0.030523062,4
185,model_0_184,conv2d/kernel,0,2,"(0, 2, 0, 7)",-0.172162175,0.172162175,0.115457065,85,3,93,0.126071514,0.911800027,0.912,0.00030005,0.0003,0.289209068,0.3416511,-0.30423972,-0.336083055,-224,-248,0.031843334,24
186,model_0_185,conv2d/kernel,0,2,"(1, 0, 0, 2)",-0.196166009,0.196166009,0.079388753,51,5,19,0.029347671,0.911499977,0.9118,0,0.0001,0.289458215,0.34057745,-0.132314414,0.017808842,-85,11,0.150123253,96
187,model_0_186,conv2d/kernel,0,2,"(0, 0, 0, 4)",-0.27436161,0.27436161,0.05486808,25,3,17,0.03672557,0.911599994,0.9116,0.000100017,-1.00E-04,0.289233178,0.3415299,-0.221746296,-0.185461283,-102,-86,0.036285013,16
188,model_0_187,conv2d/kernel,0,2,"(1, 2, 0, 20)",-0.263102025,0.263102025,0.16891858,82,5,114,0.236170321,0.911800027,0.912,0.00030005,0.0003,0.290595144,0.34646899,-0.687191308,-0.956198275,-334,-462,0.269006968,128
189,model_0_188,conv2d/kernel,0,2,"(0, 4, 0, 2)",-0.196166009,0.196166009,0.043826718,28,4,12,0.018535371,0.91170001,0.9116,0.000200033,-1.00E-04,0.289390147,0.34068134,-0.056955706,-0.006373011,-36,-4,0.050582696,32
190,model_0_189,conv2d/kernel,0,2,"(1, 0, 0, 14)",-1.873036027,1.873036027,0.186875388,13,7,-115,-1.696056245,0.902800024,0.9025,-0.008699954,-0.0092,0.312212259,0.36474243,-0.227811053,5.420983791,-17,367,5.648794651,384
191,model_0_190,conv2d/kernel,0,2,"(4, 3, 0, 19)",-0.340868175,0.340868175,0.130089894,48,4,32,0.085888044,0.910700023,0.9108,-0.000799954,-0.0009,0.289956123,0.34129468,-0.639148295,-0.506542742,-237,-189,0.132605553,48
192,model_0_191,conv2d/kernel,0,2,"(0, 0, 0, 19)",-0.340868175,0.340868175,0.10271313,38,7,-90,-0.241560124,0.910899997,0.9108,-0.00059998,-0.0009,0.294341773,0.34712172,-0.082107618,0.606438875,-30,226,0.688546479,256
193,model_0_192,conv2d/kernel,0,2,"(4, 4, 0, 30)",-0.347597718,0.347597718,-0.083504856,-31,3,-23,-0.062950768,0.911300004,0.9112,-0.000199974,-0.0005,0.28905496,0.34048912,0.215954274,0.174846113,79,63,0.041108161,16
194,model_0_193,conv2d/kernel,0,2,"(2, 2, 0, 14)",-1.873036027,1.873036027,-0.073431402,-5,7,123,1.814042766,0.884800017,0.8848,-0.02669996,-0.0269,0.399187535,0.49104542,-0.033325851,-7.583222389,-2,-514,7.549896717,512
195,model_0_194,conv2d/kernel,0,2,"(2, 0, 0, 6)",-0.326976389,0.326976389,-0.010582317,-4,0,-3,-0.007723852,0.911599994,0.9113,0.000100017,-0.0004,0.289299548,0.34056586,-0.019004829,-0.027580224,-8,-11,0.008575395,3
196,model_0_195,conv2d/kernel,0,2,"(1, 2, 0, 19)",-0.340868175,0.340868175,-0.123958744,-46,4,-62,-0.166408085,0.911300004,0.9115,-0.000199974,-0.0002,0.290347874,0.341504,0.150255352,0.320052743,56,120,0.169797391,64
197,model_0_196,conv2d/kernel,0,2,"(1, 1, 0, 5)",-0.220885202,0.220885202,-0.220896661,-127,7,1,0.001739254,0.912199974,0.9126,0.000699997,0.0009,0.290035844,0.3447595,0.92262876,0.032085098,530,18,0.89054364,512
198,model_0_197,conv2d/kernel,0,2,"(1, 0, 0, 1)",-0.40498513,0.40498513,0.032630522,10,1,8,0.025510874,0.912,0.9119,0.000500023,0.0002,0.289415181,0.3407205,-0.349360555,-0.328001618,-109,-103,0.021358937,6
199,model_0_198,conv2d/kernel,0,2,"(1, 4, 0, 15)",-0.315448165,0.315448165,-0.315057158,-127,2,-123,-0.30551279,0.911599994,0.9115,0.000100017,-0.0002,0.289159924,0.3415411,0.922346592,0.893713474,372,360,0.028633118,12
200,model_0_199,conv2d/kernel,0,2,"(0, 1, 0, 5)",-0.220885202,0.220885202,-0.011610322,-7,5,-39,-0.067830889,0.912,0.9125,0.000500023,0.0008,0.288813233,0.3411715,-0.192795008,-0.024133325,-110,-14,0.168661684,96
201,model_0_200,conv2d/kernel,0,2,"(4, 2, 0, 30)",-0.347597718,0.347597718,-0.082533941,-30,4,-14,-0.038317859,0.911899984,0.9114,0.000400007,-0.0003,0.289089978,0.34000784,-0.17228353,-0.30493176,-64,-112,0.13264823,48
202,model_0_201,conv2d/kernel,0,2,"(1, 0, 0, 6)",-0.326976389,0.326976389,-0.04116451,-16,1,-14,-0.036044641,0.911800027,0.9118,0.00030005,0.0001,0.289253235,0.33983162,0.177696019,0.162336409,69,63,0.01535961,6
203,model_0_202,conv2d/kernel,0,2,"(4, 1, 0, 18)",-1.18043077,1.18043077,0.056360397,6,1,4,0.037178922,0.912299991,0.9122,0.000800014,0.0005,0.289311886,0.3408377,-0.169852421,-0.112307996,-17,-11,0.057544425,6
204,model_0_203,conv2d/kernel,0,2,"(3, 3, 0, 2)",-0.196166009,0.196166009,0.053233638,34,0,35,0.054061498,0.911300004,0.9115,-0.000199974,-0.0002,0.288983703,0.3393204,-0.427768379,-0.431079805,-274,-278,0.003311425,4
205,model_0_204,conv2d/kernel,0,2,"(1, 1, 0, 11)",-0.262992531,0.262992531,-0.20053491,-97,5,-65,-0.134602477,0.91109997,0.911,-0.000400007,-0.0007,0.288702488,0.34079888,0.690169632,0.426439822,334,206,0.263729811,128
206,model_0_205,conv2d/kernel,0,2,"(2, 4, 0, 30)",-0.347597718,0.347597718,-0.057624903,-21,4,-5,-0.01368495,0.911000013,0.9113,-0.000499964,-0.0004,0.289057583,0.34070045,0.095054388,-0.036765475,34,-14,0.131819859,48
207,model_0_206,conv2d/kernel,0,2,"(3, 3, 0, 11)",-0.262992531,0.262992531,0.076417945,37,2,33,0.068336642,0.912100017,0.9122,0.00060004,0.0005,0.289439589,0.34048095,-0.007406626,0.024918582,-4,12,0.032325208,16
208,model_0_207,conv2d/kernel,0,2,"(0, 2, 0, 22)",-0.276467115,0.276467115,-0.175287902,-81,0,-82,-0.178506326,0.91170001,0.9122,0.000200033,0.0005,0.289326787,0.3415779,0.493161768,0.502817035,228,231,0.009655267,3
209,model_0_208,conv2d/kernel,0,2,"(1, 3, 0, 22)",-0.276467115,0.276467115,-0.22197634,-102,5,-70,-0.152383449,0.91170001,0.9118,0.000200033,0.0001,0.288743168,0.34567407,0.682414591,0.404043019,314,186,0.278371572,128
