;name;layer_key;kernel_index;layer_index;n_bits_flipped;bit_disrupted;q_aware_test_accuracy;q_aware_test_acc_degradation;q_aware_test_loss
;model-original;;;;;;(0.9114999771118164, 0.9117);;(0.2890910804271698, 0.3396423)
52;3_20230518 16:30:43;quant_conv2d;1;2;8;15;0.8973000049591064;-0.014299988746643066;0.3431621193885803
53;3_20230518 16:30:47;quant_conv2d;1;2;9;23;0.8937000036239624;-0.01789999008178711;0.35486119985580444
54;3_20230518 16:30:52;quant_conv2d;1;2;10;23;0.8938999772071838;-0.017700016498565674;0.3609996438026428
55;3_20230518 16:30:57;quant_conv2d;1;2;11;15;0.8913999795913696;-0.020200014114379883;0.36620357632637024
56;3_20230518 16:31:02;quant_conv2d;1;2;12;31;0.887499988079071;-0.024100005626678467;0.3745274543762207
57;3_20230518 16:31:07;quant_conv2d;1;2;13;31;0.8878999948501587;-0.02369999885559082;0.3845399022102356
58;3_20230518 16:31:15;quant_conv2d;1;2;14;31;0.8859000205993652;-0.025699973106384277;0.374004065990448
59;3_20230518 16:31:21;quant_conv2d;1;2;15;23;0.8877999782562256;-0.023800015449523926;0.3779042661190033
60;4_20230518 16:31:23;quant_conv2d;1;2;1;23;0.9103999733924866;-0.0012000203132629395;0.2959006130695343
61;4_20230518 16:31:26;quant_conv2d;1;2;2;31;0.9077000021934509;-0.003899991512298584;0.2991856038570404
62;4_20230518 16:31:29;quant_conv2d;1;2;3;31;0.9064000248908997;-0.0051999688148498535;0.3105260133743286
63;4_20230518 16:31:33;quant_conv2d;1;2;4;23;0.9028000235557556;-0.008799970149993896;0.3133922219276428
64;4_20230518 16:31:36;quant_conv2d;1;2;5;23;0.901199996471405;-0.010399997234344482;0.32540711760520935
65;4_20230518 16:31:40;quant_conv2d;1;2;6;31;0.9006999731063843;-0.010900020599365234;0.32298070192337036
66;4_20230518 16:31:46;quant_conv2d;1;2;7;15;0.8959000110626221;-0.01569998264312744;0.3375019133090973
67;4_20230518 16:31:50;quant_conv2d;1;2;8;15;0.8967999815940857;-0.014800012111663818;0.34684881567955017
68;4_20230518 16:31:54;quant_conv2d;1;2;9;31;0.8939999938011169;-0.01759999990463257;0.35715994238853455
69;4_20230518 16:31:59;quant_conv2d;1;2;10;15;0.8924000263214111;-0.01919996738433838;0.3575231432914734
